Tên SP,Nhà sản xuất,Model,Kết nối,Kích thước,Loại switch,Cân nặng,Giá(đ)
Bàn phím cơ AKKO 3087 RF White on Black Wireless Akko V3 Cream Blue switch,AKKO,3087,có dây,360.0,blue,950.0,1099000 
Bàn phím cơ AKKO 3087 RF Black on White Wireless Akko V3 Cream Blue switch,AKKO,3087,có dây,360.0,blue,950.0,1389000 
Bàn phím cơ AKKO 3087 RF Black on White Wireless Akko V3 Cream Yellow switch,AKKO,3087,có dây,360.0,yellow,950.0,1389000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko V3 Cream Blue switch,AKKO,3108,có dây,440.0,blue,1200.0,1489000 
Bàn phím cơ AKKO 3108 RF Sailor Moon Crystal Akko CS Sakura switch,AKKO,3108,có dây,440.0,silver,1200.0,1899000 
Bàn phím cơ AKKO 3108 RF Dragon Ball Z – Goku Akko V3 Cream Blue switch,AKKO,3108,có dây,440.0,blue,1200.0,1789000 
Bàn phím cơ E-DRA EK387L Red switch,E-DRA,EK387L,không dây,358.07547169811323,red,1013.0098039215686,539000 
Bàn phím cơ Fuhlen D87s RGB Red switch,Fuhlen,D87s,có dây,358.07547169811323,red,1013.0098039215686,599000 
Bàn phím cơ E-DRA EK398X Alpha Optical Blue switch,E-DRA,EK75,có dây,358.07547169811323,blue,1013.0098039215686,849000 
Bàn phím cơ Fuhlen T87s Pro Wireless White Fuhlen Pro Brown switch,Fuhlen,EK3104L,có dây,358.07547169811323,brown,1013.0098039215686,1099000 
Bàn phím cơ Fuhlen T87s Pro Wireless White Fuhlen Pro Red switch,Fuhlen,EK87,có dây,358.07547169811323,red,1013.0098039215686,1099000 
Bàn phím cơ FL-Esports FL980 CPS Aqua Green Kailh Box Brown switch,FL-Esports,FL980,có dây,358.07547169811323,brown,1013.0098039215686,1189000 
Bàn phím cơ FL-Esports FL980 CPS White Olivia Kailh Box Brown switch,FL-Esports,FL980,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,1189000 
Bàn phím cơ FL-Esports FL980 CPS Aqua Green Kailh Box Red switch,FL-Esports,FL980,không dây,358.07547169811323,red,1013.0098039215686,1189000 
Bàn phím cơ AKKO 3098 RF Dracula Castle Wireless Akko V3 Cream Blue Pro switch,AKKO,3098,có dây,382.0,black,1100.0,1589000 
Bàn phím cơ AKKO 3098 RF Dracula Castle Wireless Akko V3 Cream Yellow Pro switch,AKKO,3098,có dây,382.0,brown,1100.0,1589000 
Bàn phím cơ AKKO 3087 RF Ocean Star Wireless Akko CS Haze Pink switch,AKKO,3087,có dây,360.0,pink,950.0,1389000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko V3 Cream Yellow switch,AKKO,3108,có dây,440.0,yellow,1200.0,1489000 
Bàn phím cơ AKKO World Tour - Tokyo 3108 Akko Orange switch V2,AKKO,EK312,vừa có dây vừa không dây,358.07547169811323,pink,1013.0098039215686,1589000 
Bàn phím cơ AKKO 3108 RF Matcha Red Bean Wireless Akko V3 Cream Yellow switch,AKKO,3108,có dây,440.0,yellow,1200.0,1489000 
Bàn phím cơ AKKO 3087 RF Matcha Red Bean Wireless Akko V3 Cream Yellow switch,AKKO,3087,có dây,360.0,yellow,950.0,1389000 
Bàn phím cơ AKKO 3087 RF Matcha Red Bean Wireless Akko V3 Cream Blue switch,AKKO,3087,có dây,360.0,blue,950.0,1389000 
Bàn phím cơ AKKO 3108 RF Ocean Star Wireless Akko V3 Cream Yellow switch,AKKO,3108,có dây,440.0,yellow,1200.0,1489000 
Bàn phím cơ AKKO 3108 RF Black on White Wireless Akko V3 Cream Yellow switch,AKKO,3108,có dây,440.0,yellow,1200.0,1489000 
Bàn phím cơ AKKO 3087 RF White on Black Wireless Akko V3 Cream Yellow switch,AKKO,3087,có dây,360.0,yellow,950.0,1389000 
Bàn phím cơ AKKO 3087 RF One Piece – Luffy Akko V3 Cream Yellow switch,AKKO,3087,có dây,360.0,yellow,950.0,1589000 
Bàn phím cơ AKKO 3108 RF One Piece – Luffy Akko V3 Cream Yellow switch,AKKO,3108,có dây,440.0,yellow,1200.0,1789000 
Bàn phím cơ AKKO 3108 RF Matcha Red Bean Wireless Akko CS Wine Red switch,AKKO,3108,có dây,440.0,red,1200.0,1489000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko CS Wine White switch,AKKO,3108,có dây,440.0,white,1200.0,1489000 
Bàn phím cơ AKKO 3108 RF White on Black Wireless Akko CS Wine Red switch,AKKO,3108,có dây,440.0,red,1200.0,1489000 
Bàn phím cơ AKKO 3087 RF Dragon Ball Z – Goku Akko V3 Cream Yellow switch,AKKO,3087,có dây,360.0,yellow,950.0,1589000 
Bàn phím cơ AKKO 3087 RF Matcha Red Bean Wireless Akko CS Haze Pink switch,AKKO,3087,có dây,360.0,pink,950.0,1389000 
Bàn phím cơ AKKO 3108 RF One Piece – Luffy Akko V3 Cream Blue switch,AKKO,3108,có dây,440.0,blue,1200.0,1789000 
Bàn phím cơ AKKO 3108 RF Matcha Red Bean Wireless Akko V3 Cream Blue switch,AKKO,3108,có dây,440.0,blue,1200.0,1489000 
Bàn phím cơ AKKO 5075B Plus-S Multi-modes Dracula Castle Wireless Akko V3 Cream Yellow Pro switch,AKKO,5075B,có dây,335.0,silver,1100.0,2289000 
Bàn phím cơ AKKO 3068B Plus Multi-modes World Tour Tokyo R2 Akko CS Jelly Purple switch,AKKO,3068B,có dây,316.0,red,640.0,1099000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS TTC Princess switch,AKKO,3068B,có dây,316.0,brown,640.0,1199000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black & Pink TTC Demon switch,AKKO,3068B,có dây,316.0,pink,640.0,1199000 
Bàn phím cơ Razer Blackwidow V4 Pro Yellow switch,Razer,Blackwidow,không dây,358.07547169811323,yellow,1013.0098039215686,5089000 
Bàn phím cơ Fuhlen H75S Panda 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,D87s,vừa có dây vừa không dây,358.07547169811323,green,1013.0098039215686,1699000 
Bàn phím cơ Fuhlen T87s Pro Wireless Black Fuhlen Pro Brown switch,Fuhlen,CMK98SAM,có dây,358.07547169811323,brown,1013.0098039215686,1099000 
Bàn phím cơ Fuhlen T87s Pro Wireless Black Fuhlen Pro Red switch,Fuhlen,EK384,không dây,358.07547169811323,red,1013.0098039215686,1099000 
Bàn phím cơ FL-Esports FL750 Metal Heart 3 Mode Gasket Mount Gateron Pro Yellow switch,FL-Esports,FL750,không dây,358.07547169811323,yellow,1013.0098039215686,1799000 
Bàn phím cơ NEWMEN GM328 White Grey Red switch,NEWMEN,FL680SAM,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,529000 
Bàn phím cơ NEWMEN GM328 Purple White Red switch,NEWMEN,EK368L,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,529000 
Bàn phím cơ NEWMEN GM328 Purple White Blue switch,NEWMEN,EK3104L,không dây,358.07547169811323,blue,1013.0098039215686,529000 
Bàn phím cơ DarkFlash GD100 Starry Blue Yellow Axis switch,DarkFlash,ROG,không dây,358.07547169811323,black,1013.0098039215686,599000 
Bàn phím cơ Asus Strix Scope DELUXE Red switch,Asus,5075B,có dây,358.07547169811323,red,1013.0098039215686,2199000 
Bàn phím cơ không dây AKKO 5075B Plus Multi-modes Dracula Castle Akko V3 Cream Blue switch,AKKO,5075B,có dây,335.0,blue,1100.0,1789000 
Bàn phím Fuhlen G411S,Fuhlen,3098,có dây,358.07547169811323,white,1013.0098039215686,249000 
Bàn phím cơ E-DRA EK375 Pro Alpha Blue switch,E-DRA,EK375,không dây,358.07547169811323,blue,1013.0098039215686,1089000 
Bàn phím cơ E-DRA EK375 Pro Beta Blue switch,E-DRA,EK375,không dây,358.07547169811323,blue,1013.0098039215686,1089000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode TTC Venus switch,FL-Esports,GP75,vừa có dây vừa không dây,358.07547169811323,black,1013.0098039215686,2089000 
Bàn phím cơ DareU EK75 Pro Triple Mode WBC DareU Firefly switch,DareU,EK75,không dây,333.0,blue,740.0,1049000 
Bàn phím cơ AKKO 3108 RF Black on White Wireless Akko CS Wine White switch,AKKO,3108,có dây,440.0,white,1200.0,1449000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Blue on White Akko V3 Cream Blue switch,AKKO,5075B,có dây,335.0,blue,1100.0,1999000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Prunus Lannesiana Akko CS Jelly Purple switch,AKKO,3068B,có dây,316.0,green,640.0,1299000 
Bàn phím Rapoo V500 Alloy Blue switch,Rapoo,V500,không dây,358.07547169811323,blue,1013.0098039215686,399000 
Keycap E-Dra Merry Christmas Resin,E-DRA,H87S,có dây,358.07547169811323,red,1013.0098039215686,499000 
Bàn phím cơ Asus ROG Strix SCOPE II NX Snow switch,Asus,ROG,có dây,358.07547169811323,black,1013.0098039215686,2989000 
Bàn phím cơ Corsair K63 Red switch,Corsair,FL100,có dây,358.07547169811323,red,1013.0098039215686,1499000 
Bàn phím cơ Logitech G813 LIGHTSYNC RGB Linear,Logitech,EK375,không dây,358.07547169811323,green,1013.0098039215686,2999000 
Bàn phím cơ AKKO 5108B Plus Multi-modes Demon Slayer – Kamado Nezuko Akko CS Crystal switch,AKKO,FL980,có dây,440.0,yellow,1200.0,2599000 
Bàn phím cơ Cidoo V65 Dual Mode Wireless Cidoo Matt Grey switch,Cidoo,EK398,không dây,358.07547169811323,red,1013.0098039215686,2799000 
Bàn phím cơ Cidoo V87 Pro Tri-Mode Wireless Cidoo Matt Grey switch,Cidoo,GP75,không dây,358.07547169811323,pink,1013.0098039215686,3299000 
Bàn phím cơ Cidoo V75 Pro Tri-Mode Wireless Cidoo Matt Grey switch,Cidoo,EK398L,có dây,358.07547169811323,yellow,1013.0098039215686,3199000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Cyan Akko CS Wine Red switch,AKKO,MonsGeek,có dây,445.0,red,1150.0,999000 
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana Akko CS Wine Red switch,AKKO,MonsGeek,có dây,445.0,red,1150.0,999000 
Bàn phím cơ AKKO MonsGeek MG108 Prunus Lannesiana Akko CS Wine White switch,AKKO,MonsGeek,có dây,445.0,white,1150.0,999000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Cyan Akko CS Wine White switch,AKKO,MonsGeek,có dây,445.0,white,1150.0,999000 
Bàn phím cơ AKKO MonsGeek MG75 Prunus Lannesiana Akko V3 Cream Yellow switch,AKKO,MonsGeek,có dây,333.0,yellow,1013.0098039215686,999000 
Bàn phím cơ AKKO MonsGeek MG75 Black & Cyan Akko V3 Cream Blue switch,AKKO,MonsGeek,có dây,333.0,blue,1013.0098039215686,999000 
Bàn phím cơ AKKO 5108S Naraka Blade Point Akko CS Silver switch,AKKO,3068B,có dây,442.0,silver,1500.0,1799000 
Bàn phím cơ AKKO MOD007 PC Blue on White Akko CS Piano switch,AKKO,V500,có dây,333.0,pink,1000.0,1499000 
Bàn phím cơ Infinity Hades Blue switch,DarkFlash,GD108,vừa có dây vừa không dây,358.07547169811323,green,1013.0098039215686,699000 
Bàn phím cơ MSI Vigor GK50 Low Profile,MSI,EK375,không dây,358.07547169811323,black,1013.0098039215686,1999000 
Bàn phím cơ Asus ROG Strix Scope II RX Red switch,Asus,ROG,có dây,358.07547169811323,red,1013.0098039215686,3990000 
Bàn phím Rapoo V500 Pro 87 Dual Mode Wireless Red switch,Rapoo,V500,không dây,358.07547169811323,red,1013.0098039215686,589000 
Bàn phím Rapoo V500 Pro 87 Dual Mode Wireless Brown switch,Rapoo,V500,không dây,358.07547169811323,brown,1013.0098039215686,589000 
Bàn phím Rapoo V500 Pro 87 Dual Mode Wireless Blue switch,Rapoo,V500,không dây,358.07547169811323,blue,1013.0098039215686,399000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode Kailh Box V2 Red switch,FL-Esports,GP75,không dây,358.07547169811323,red,1013.0098039215686,1799000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode Kailh Box V2 Brown switch,FL-Esports,GP75,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,1799000 
Bàn phím cơ FL-Esports GP75 CPM Taro Purple 3 Mode TTC Neptune switch,FL-Esports,GP75,vừa có dây vừa không dây,358.07547169811323,cherry,1013.0098039215686,2089000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode TTC Venus switch,FL-Esports,GP75,không dây,358.07547169811323,brown,1013.0098039215686,2089000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode TTC Neptune switch,FL-Esports,GP75,vừa có dây vừa không dây,358.07547169811323,pink,1013.0098039215686,2089000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode Kailh Box V2 Red switch,FL-Esports,GP75,không dây,358.07547169811323,red,1013.0098039215686,1799000 
Bàn phím cơ FL-Esports GP75 CPM Polar Night 3 Mode Kailh Box V2 Brown switch,FL-Esports,GP75,có dây,358.07547169811323,brown,1013.0098039215686,1799000 
Bàn phím cơ Fuhlen H87S Panda V2 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,H87S,có dây,358.07547169811323,white,1013.0098039215686,1799000 
Bàn phím cơ Fuhlen H108S Panda 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,GM980,không dây,358.07547169811323,white,1013.0098039215686,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Red Pro switch,Fuhlen,H95S,vừa có dây vừa không dây,358.07547169811323,blue,1013.0098039215686,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Yellow Pro switch,Fuhlen,H95S,có dây,358.07547169811323,cherry,1013.0098039215686,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Silver Pro switch,Fuhlen,H95S,có dây,358.07547169811323,blue,1013.0098039215686,1799000 
Bàn phím cơ Fuhlen H95S Panda 3 Mode Wireless Fuhlen Brown Pro switch,Fuhlen,H95S,có dây,358.07547169811323,green,1013.0098039215686,1799000 
Bàn phím cơ FL-Esports FL750 Polar Night 3 Mode Gasket Mount Kailh MX Cool Mint switch,FL-Esports,FL750,có dây,358.07547169811323,blue,1013.0098039215686,1999000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Dracula Castle Akko V3 Cream Yellow switch,AKKO,5075B,có dây,335.0,yellow,1100.0,1789000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Gateron Pro Yellow switch,FL-Esports,FL750,không dây,358.07547169811323,yellow,1013.0098039215686,1999000 
Bàn phím cơ FL-Esports FL750 Polar Night 3 Mode Gasket Mount Kailh Box V2 Brown switch,FL-Esports,FL750,không dây,358.07547169811323,brown,1013.0098039215686,1999000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,FL750,không dây,358.07547169811323,red,1013.0098039215686,1999000 
Bàn phím cơ FL-Esports FL750 Metal Heart 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,FL750,không dây,358.07547169811323,red,1013.0098039215686,1999000 
Bàn phím cơ AKKO 3098S One Piece Akko Jelly White switch,AKKO,GD108,có dây,382.0,white,1100.0,1999000 
Bàn phím cơ E-DRA EK384 Triple Mode Wireless Alpha Red switch,E-DRA,EK384,không dây,312.0,red,750.0,799000 
Bàn phím cơ Logitech G913 TKL LIGHTSPEED Wireless Tactile,Logitech,GD108,vừa có dây vừa không dây,358.07547169811323,cherry,1013.0098039215686,3689000 
Bàn phím cơ Logitech G913 TKL LIGHTSPEED Wireless Clicky,Logitech,H87S,không dây,358.07547169811323,green,1013.0098039215686,3689000 
Bàn phím cơ Logitech G913 TKL LIGHTSPEED Wireless Linear,Logitech,MonsGeek,vừa có dây vừa không dây,358.07547169811323,cherry,1013.0098039215686,3689000 
Bàn phím cơ Corsair K70 RGB Pro Silent switch,Corsair,K70,vừa có dây vừa không dây,358.07547169811323,blue,1013.0098039215686,3999000 
Bàn phím cơ Corsair K70 RGB Pro Brown switch,Corsair,K70,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,3749000 
Bàn phím cơ Corsair K70 RGB Pro Red switch,Corsair,K70,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,3749000 
Bàn phím cơ Corsair K70 RGB Pro Blue switch,Corsair,K70,không dây,358.07547169811323,blue,1013.0098039215686,3749000 
Bàn phím cơ Corsair K70 RGB Pro Speed switch,Corsair,K70,có dây,358.07547169811323,yellow,1013.0098039215686,3849000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Blue on White Akko V3 Cream Yellow switch,AKKO,5075B,có dây,335.0,yellow,1100.0,1999000 
Bàn phím cơ Fuhlen H99S Panda V2 Wireless Fuhlen Yellow Pro switch,Fuhlen,3108,vừa có dây vừa không dây,358.07547169811323,cherry,1013.0098039215686,1989000 
Bàn phím cơ Fuhlen G108S Panda V2 Wireless Fuhlen Yellow Pro switch,Fuhlen,3087,vừa có dây vừa không dây,358.07547169811323,brown,1013.0098039215686,2089000 
Bàn phím cơ Corsair K70 MAX RGB Magnetic Corsair MGX switch,Corsair,K70,có dây,358.07547169811323,pink,1013.0098039215686,5989000 
Bàn phím cơ AOC GK500 RGB Blue switch,AOC,EK398L,không dây,358.07547169811323,blue,1013.0098039215686,499000 
Bàn phím cơ E-DRA EK300 Katana Optical ,E-DRA,EK75,có dây,358.07547169811323,white,1013.0098039215686,849000 
Bàn phím cơ AKKO 3098 RF World Tour London Wireless Akko V3 Cream Blue Pro switch,AKKO,3098,có dây,382.0,brown,1100.0,1689000 
Bàn phím cơ AKKO 3098 RF World Tour London Wireless Akko V3 Cream Yellow Pro switch,AKKO,3098,có dây,382.0,brown,1100.0,1689000 
Bàn phím cơ Cidoo ABM641 Dual Mode Yellow Wireless Gateron G Pro Yellow switch,Cidoo,GD108,vừa có dây vừa không dây,358.07547169811323,yellow,1013.0098039215686,2689000 
Bàn phím cơ Cidoo V21 Tri-Mode Wireless Cidoo Matt Grey switch,Cidoo,H87S,không dây,358.07547169811323,yellow,1013.0098039215686,1289000 
Bàn phím cơ Cidoo ABM641 Dual Mode Wireless Gateron G Pro Yellow switch,Cidoo,3098,có dây,358.07547169811323,yellow,1013.0098039215686,2689000 
Bàn phím cơ Fuhlen CK87S RGB Fuhlen Pro Red switch,Fuhlen,ROG,có dây,358.07547169811323,red,1013.0098039215686,989000 
Bàn phím cơ AKKO 3108 RF Black on White Wireless Akko CS Wine Red switch,AKKO,3108,có dây,440.0,red,1200.0,1489000 
Bàn phím cơ AKKO MonsGeek MG75 Black & Cyan Akko V3 Cream Yellow switch,AKKO,MonsGeek,có dây,333.0,yellow,1013.0098039215686,1049000 
Bàn phím cơ Asus ROG Claymore II Wireless Optical Red switch,Asus,ROG,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,5599000 
Bàn phím cơ AKKO 5108B Plus Multi-modes Demon Slayer – Kamado Tanjirou Akko CS Crystal switch,AKKO,3108,có dây,440.0,yellow,1200.0,2689000 
Bàn phím Rapoo V500 Pro Blue switch,Rapoo,V500,không dây,434.0,blue,1013.0098039215686,799000 
Bàn phím cơ AKKO 3108 RF Dragon Ball Z – Goku Akko V3 Cream Yellow switch,AKKO,3108,có dây,440.0,yellow,1200.0,1789000 
Bàn phím cơ E-DRA EK314W Wireless Red switch,E-DRA,3087,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,479000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless Box White switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,white,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless Box White switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,white,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless NAT Style switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,brown,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless Box White switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,white,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless NAT Style switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,pink,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless Starry Sky switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,silver,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Nebula Gasket Wireless NAT Style switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,black,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Starry Gasket Wireless Starry Sky switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,cherry,1500.0,3099000 
Bàn phím cơ NEWMEN GM980 Sun Gasket Wireless Starry Sky switch,NEWMEN,GM980,vừa có dây vừa không dây,391.0,blue,1500.0,3099000 
Bàn phím cơ AKKO 5075B Plus Multi-modes Black & Cyan Akko CS Wine Red switch,AKKO,5075B,có dây,335.0,red,1100.0,2089000 
Bàn phím cơ AKKO MonsGeek MG108 Doll of Princess Akko V3 Cream Yellow switch,AKKO,MonsGeek,có dây,445.0,yellow,1150.0,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Doll of Princess Akko V3 Cream Blue switch,AKKO,MonsGeek,có dây,445.0,blue,1150.0,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Pink Akko V3 Cream Yellow switch,AKKO,MonsGeek,có dây,445.0,yellow,1150.0,1289000 
Bàn phím cơ AKKO MonsGeek MG108 Black & Pink Akko V3 Cream Blue switch,AKKO,MonsGeek,có dây,445.0,blue,1150.0,1289000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS Jelly Pink switch,AKKO,3068B,có dây,316.0,pink,640.0,1789000 
Bàn phím cơ AKKO 3068B Plus Multi-modes Black Gold Akko CS Jelly Purple switch,AKKO,3068B,có dây,316.0,red,640.0,1789000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless Kailh Box Red switch,FL-Esports,FL100,không dây,358.07547169811323,red,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless FLCMMK Ice Violet switch,FL-Esports,FL100,không dây,358.07547169811323,green,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Ink Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Blue switch,FL-Esports,FL100,không dây,358.07547169811323,blue,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Violet switch,FL-Esports,FL100,không dây,358.07547169811323,silver,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Marshmallow Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Blue switch,FL-Esports,FL100,không dây,358.07547169811323,blue,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM White Olivia Wireless FLCMMK Ice Violet switch,FL-Esports,FL100,không dây,358.07547169811323,cherry,1013.0098039215686,1989000 
Bàn phím cơ FL-Esports FL100 CPM Gradient Wireless FLCMMK Ice Pink switch,FL-Esports,FL100,không dây,358.07547169811323,pink,1013.0098039215686,2089000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh MX Cool Mint switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3489000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh Box Tropical Forest switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3489000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Cool Mint Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Cool Mint Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart FLCMMK Cercis switch,FL-Esports,CMK87,không dây,358.07547169811323,cherry,1013.0098039215686,3589000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh MX Cool Mint switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3589000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Polar Night Black Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Polar Night Black Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 CPM 3 Mode Wireless Metal Heart Kailh Box Cool Mint switch,FL-Esports,CMK87,không dây,358.07547169811323,cherry,1013.0098039215686,3489000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box Red switch,FL-Esports,CMK87,không dây,358.07547169811323,red,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box Brown switch,FL-Esports,CMK87,không dây,358.07547169811323,brown,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Marshmallow Kailh Box White switch,FL-Esports,CMK87,không dây,358.07547169811323,white,1013.0098039215686,3189000 
Bàn phím cơ FL-Esports CMK87 SAM 3 Mode Wireless Tropical Forest Kailh Box Marshmallow switch,FL-Esports,CMK87,không dây,358.07547169811323,cherry,1013.0098039215686,3199000 
Bàn phím cơ AKKO 3108 RF Ocean Star Wireless Akko CS Haze Pink switch,AKKO,3108,có dây,440.0,pink,1200.0,1489000 
Bàn phím cơ AKKO MOD007 PC Orange on Black Akko CS Piano switch,AKKO,H87S,có dây,333.0,pink,1000.0,2389000 
Bàn phím cơ FL-Esports FL750 Polar Night 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,FL750,vừa có dây vừa không dây,358.07547169811323,red,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Gateron Pro White switch,FL-Esports,FL750,có dây,358.07547169811323,white,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 Marshmallow 3 Mode Gasket Mount Kailh Box V2 Brown switch,FL-Esports,FL750,có dây,358.07547169811323,brown,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 Metal Heart 3 Mode Gasket Mount Gateron Pro White switch,FL-Esports,FL750,không dây,358.07547169811323,white,1013.0098039215686,2189000 
Bàn phím cơ FL-Esports FL750 White Olivia 3 Mode Gasket Mount Kailh Box V2 Red switch,FL-Esports,FL750,không dây,358.07547169811323,red,1013.0098039215686,2189000 
